time 	 cos(th) 	 sin(th) 	 theta 	 theta_dot 
538.500 	 -0.998 	 -0.060 	 3.081 	 	 1.796 
538.550 	 -0.991 	 -0.135 	 3.006 	 	 1.500 
538.600 	 -0.982 	 -0.191 	 2.949 	 	 1.147 
538.650 	 -0.974 	 -0.228 	 2.911 	 	 0.752 
538.700 	 -0.970 	 -0.244 	 2.895 	 	 0.329 
538.750 	 -0.971 	 -0.239 	 2.900 	 	 -0.105 
538.800 	 -0.977 	 -0.213 	 2.927 	 	 -0.536 
538.850 	 -0.986 	 -0.166 	 2.974 	 	 -0.947 
538.900 	 -0.995 	 -0.101 	 3.041 	 	 -1.324 
538.950 	 -1.000 	 -0.018 	 3.123 	 	 -1.651 
539.000 	 -0.997 	 0.077 	 3.064 	 	 -1.916 
539.050 	 -0.983 	 0.182 	 2.959 	 	 -2.110 
539.100 	 -0.957 	 0.290 	 2.847 	 	 -2.225 
539.150 	 -0.918 	 0.396 	 2.735 	 	 -2.259 
539.200 	 -0.869 	 0.495 	 2.624 	 	 -2.214 
539.250 	 -0.812 	 0.583 	 2.519 	 	 -2.094 
539.300 	 -0.753 	 0.658 	 2.424 	 	 -1.909 
539.350 	 -0.696 	 0.718 	 2.340 	 	 -1.667 
539.400 	 -0.645 	 0.764 	 2.271 	 	 -1.380 
539.450 	 -0.603 	 0.797 	 2.218 	 	 -1.058 
539.500 	 -0.575 	 0.818 	 2.183 	 	 -0.711 
539.550 	 -0.560 	 0.828 	 2.165 	 	 -0.349 
539.600 	 -0.561 	 0.828 	 2.166 	 	 0.021 
539.650 	 -0.577 	 0.817 	 2.186 	 	 0.390 
539.700 	 -0.607 	 0.794 	 2.224 	 	 0.751 
539.750 	 -0.650 	 0.760 	 2.278 	 	 1.095 
539.800 	 -0.702 	 0.712 	 2.349 	 	 1.413 
539.850 	 -0.760 	 0.650 	 2.434 	 	 1.696 
539.900 	 -0.819 	 0.574 	 2.530 	 	 1.932 
539.950 	 -0.875 	 0.484 	 2.636 	 	 2.111 
540.000 	 -0.923 	 0.384 	 2.747 	 	 2.223 
540.050 	 -0.961 	 0.278 	 2.860 	 	 2.259 
540.100 	 -0.985 	 0.170 	 2.971 	 	 2.216 
540.150 	 -0.998 	 0.066 	 3.075 	 	 2.092 
540.200 	 -1.000 	 -0.028 	 3.113 	 	 1.890 
540.250 	 -0.994 	 -0.109 	 3.032 	 	 1.617 
540.300 	 -0.985 	 -0.173 	 2.968 	 	 1.284 
540.350 	 -0.976 	 -0.217 	 2.923 	 	 0.903 
540.400 	 -0.971 	 -0.241 	 2.899 	 	 0.489 
540.450 	 -0.970 	 -0.243 	 2.896 	 	 0.057 
540.500 	 -0.974 	 -0.225 	 2.915 	 	 -0.377 
540.550 	 -0.983 	 -0.186 	 2.955 	 	 -0.798 
540.600 	 -0.992 	 -0.127 	 3.014 	 	 -1.189 
540.650 	 -0.999 	 -0.051 	 3.091 	 	 -1.536 
540.700 	 -0.999 	 0.040 	 3.101 	 	 -1.825 
540.750 	 -0.990 	 0.142 	 2.999 	 	 -2.047 
540.800 	 -0.968 	 0.250 	 2.889 	 	 -2.192 
540.850 	 -0.934 	 0.357 	 2.776 	 	 -2.256 
540.900 	 -0.888 	 0.459 	 2.664 	 	 -2.240 
540.950 	 -0.834 	 0.552 	 2.557 	 	 -2.147 
541.000 	 -0.775 	 0.632 	 2.458 	 	 -1.985 
541.050 	 -0.717 	 0.697 	 2.370 	 	 -1.762 
541.100 	 -0.663 	 0.749 	 2.295 	 	 -1.491 
541.150 	 -0.617 	 0.787 	 2.236 	 	 -1.181 
541.200 	 -0.584 	 0.812 	 2.194 	 	 -0.842 
541.250 	 -0.564 	 0.826 	 2.170 	 	 -0.485 
541.300 	 -0.559 	 0.829 	 2.164 	 	 -0.117 
541.350 	 -0.569 	 0.822 	 2.177 	 	 0.253 
541.400 	 -0.595 	 0.804 	 2.207 	 	 0.618 
541.450 	 -0.633 	 0.774 	 2.256 	 	 0.970 
541.500 	 -0.682 	 0.732 	 2.321 	 	 1.299 
541.550 	 -0.738 	 0.675 	 2.401 	 	 1.596 
541.600 	 -0.797 	 0.604 	 2.493 	 	 1.850 
541.650 	 -0.855 	 0.519 	 2.596 	 	 2.052 
541.700 	 -0.906 	 0.423 	 2.705 	 	 2.190 
541.750 	 -0.948 	 0.318 	 2.818 	 	 2.255 
541.800 	 -0.978 	 0.210 	 2.930 	 	 2.242 
541.850 	 -0.995 	 0.104 	 3.038 	 	 2.148 
541.900 	 -1.000 	 0.005 	 3.136 	 	 1.974 
541.950 	 -0.997 	 -0.081 	 3.061 	 	 1.726 
542.000 	 -0.989 	 -0.151 	 2.990 	 	 1.414 
542.050 	 -0.979 	 -0.203 	 2.937 	 	 1.049 
542.100 	 -0.972 	 -0.234 	 2.905 	 	 0.646 
542.150 	 -0.970 	 -0.245 	 2.894 	 	 0.219 
542.200 	 -0.972 	 -0.234 	 2.905 	 	 -0.217 
542.250 	 -0.979 	 -0.203 	 2.937 	 	 -0.644 
542.300 	 -0.988 	 -0.151 	 2.990 	 	 -1.048 
542.350 	 -0.997 	 -0.081 	 3.060 	 	 -1.413 
542.400 	 -1.000 	 0.005 	 3.137 	 	 -1.725 
542.450 	 -0.995 	 0.103 	 3.038 	 	 -1.973 
542.500 	 -0.978 	 0.209 	 2.931 	 	 -2.147 
542.550 	 -0.948 	 0.317 	 2.819 	 	 -2.242 
542.600 	 -0.907 	 0.422 	 2.706 	 	 -2.255 
542.650 	 -0.855 	 0.519 	 2.596 	 	 -2.190 
542.700 	 -0.797 	 0.604 	 2.494 	 	 -2.053 
542.750 	 -0.738 	 0.675 	 2.401 	 	 -1.851 
542.800 	 -0.682 	 0.731 	 2.321 	 	 -1.597 
542.850 	 -0.633 	 0.774 	 2.256 	 	 -1.300 
542.900 	 -0.595 	 0.804 	 2.208 	 	 -0.971 
542.950 	 -0.569 	 0.822 	 2.177 	 	 -0.620 
543.000 	 -0.559 	 0.829 	 2.164 	 	 -0.255 
543.050 	 -0.564 	 0.826 	 2.170 	 	 0.116 
543.100 	 -0.584 	 0.812 	 2.194 	 	 0.483 
543.150 	 -0.617 	 0.787 	 2.236 	 	 0.841 
543.200 	 -0.662 	 0.749 	 2.295 	 	 1.179 
543.250 	 -0.716 	 0.698 	 2.369 	 	 1.490 
543.300 	 -0.775 	 0.632 	 2.457 	 	 1.761 
543.350 	 -0.834 	 0.552 	 2.557 	 	 1.984 
543.400 	 -0.888 	 0.460 	 2.664 	 	 2.146 
543.450 	 -0.934 	 0.358 	 2.776 	 	 2.239 
543.500 	 -0.968 	 0.250 	 2.889 	 	 2.256 
543.550 	 -0.990 	 0.143 	 2.998 	 	 2.192 
543.600 	 -0.999 	 0.041 	 3.101 	 	 2.048 
543.650 	 -0.999 	 -0.050 	 3.091 	 	 1.827 
543.700 	 -0.992 	 -0.127 	 3.014 	 	 1.537 
543.750 	 -0.983 	 -0.186 	 2.955 	 	 1.190 
543.800 	 -0.974 	 -0.225 	 2.915 	 	 0.799 
543.850 	 -0.970 	 -0.243 	 2.896 	 	 0.379 
543.900 	 -0.971 	 -0.241 	 2.899 	 	 -0.055 
543.950 	 -0.976 	 -0.217 	 2.923 	 	 -0.487 
544.000 	 -0.985 	 -0.173 	 2.968 	 	 -0.901 
544.050 	 -0.994 	 -0.109 	 3.032 	 	 -1.282 
544.100 	 -1.000 	 -0.029 	 3.113 	 	 -1.616 
544.150 	 -0.998 	 0.066 	 3.076 	 	 -1.889 
544.200 	 -0.986 	 0.169 	 2.971 	 	 -2.091 
544.250 	 -0.961 	 0.277 	 2.860 	 	 -2.216 
544.300 	 -0.923 	 0.384 	 2.748 	 	 -2.259 
544.350 	 -0.875 	 0.484 	 2.636 	 	 -2.223 
544.400 	 -0.819 	 0.574 	 2.531 	 	 -2.112 
544.450 	 -0.760 	 0.650 	 2.434 	 	 -1.933 
544.500 	 -0.702 	 0.712 	 2.349 	 	 -1.697 
544.550 	 -0.650 	 0.760 	 2.279 	 	 -1.415 
544.600 	 -0.608 	 0.794 	 2.224 	 	 -1.096 
544.650 	 -0.577 	 0.817 	 2.186 	 	 -0.752 
544.700 	 -0.561 	 0.828 	 2.167 	 	 -0.391 
544.750 	 -0.560 	 0.828 	 2.165 	 	 -0.022 
544.800 	 -0.575 	 0.818 	 2.183 	 	 0.347 
544.850 	 -0.603 	 0.798 	 2.218 	 	 0.710 
544.900 	 -0.644 	 0.765 	 2.271 	 	 1.056 
544.950 	 -0.696 	 0.718 	 2.340 	 	 1.378 
545.000 	 -0.753 	 0.658 	 2.423 	 	 1.666 
545.050 	 -0.812 	 0.583 	 2.519 	 	 1.908 
545.100 	 -0.869 	 0.495 	 2.623 	 	 2.094 
545.150 	 -0.918 	 0.396 	 2.734 	 	 2.213 
545.200 	 -0.957 	 0.290 	 2.847 	 	 2.259 
545.250 	 -0.983 	 0.182 	 2.958 	 	 2.225 
545.300 	 -0.997 	 0.078 	 3.064 	 	 2.111 
545.350 	 -1.000 	 -0.018 	 3.124 	 	 1.917 
545.400 	 -0.995 	 -0.100 	 3.041 	 	 1.652 
545.450 	 -0.986 	 -0.166 	 2.975 	 	 1.325 
545.500 	 -0.977 	 -0.213 	 2.927 	 	 0.949 
545.550 	 -0.971 	 -0.239 	 2.900 	 	 0.538 
545.600 	 -0.970 	 -0.244 	 2.895 	 	 0.107 
545.650 	 -0.974 	 -0.228 	 2.911 	 	 -0.328 
545.700 	 -0.981 	 -0.192 	 2.949 	 	 -0.750 
545.750 	 -0.991 	 -0.135 	 3.006 	 	 -1.146 
545.800 	 -0.998 	 -0.060 	 3.081 	 	 -1.498 
545.850 	 -1.000 	 0.029 	 3.112 	 	 -1.795 
545.900 	 -0.991 	 0.130 	 3.011 	 	 -2.025 
545.950 	 -0.971 	 0.237 	 2.902 	 	 -2.179 
546.000 	 -0.939 	 0.345 	 2.790 	 	 -2.253 
546.050 	 -0.894 	 0.448 	 2.677 	 	 -2.246 
546.100 	 -0.841 	 0.542 	 2.569 	 	 -2.161 
546.150 	 -0.782 	 0.623 	 2.469 	 	 -2.007 
546.200 	 -0.723 	 0.691 	 2.379 	 	 -1.791 
546.250 	 -0.669 	 0.744 	 2.303 	 	 -1.525 
546.300 	 -0.622 	 0.783 	 2.242 	 	 -1.218 
546.350 	 -0.587 	 0.810 	 2.198 	 	 -0.883 
546.400 	 -0.565 	 0.825 	 2.172 	 	 -0.527 
546.450 	 -0.559 	 0.829 	 2.164 	 	 -0.160 
546.500 	 -0.567 	 0.823 	 2.174 	 	 0.210 
546.550 	 -0.591 	 0.807 	 2.203 	 	 0.576 
546.600 	 -0.628 	 0.778 	 2.250 	 	 0.930 
546.650 	 -0.676 	 0.737 	 2.313 	 	 1.262 
546.700 	 -0.731 	 0.682 	 2.391 	 	 1.563 
546.750 	 -0.790 	 0.613 	 2.482 	 	 1.824 
546.800 	 -0.848 	 0.530 	 2.584 	 	 2.032 
546.850 	 -0.901 	 0.434 	 2.692 	 	 2.177 
546.900 	 -0.944 	 0.330 	 2.805 	 	 2.251 
546.950 	 -0.975 	 0.222 	 2.917 	 	 2.247 
547.000 	 -0.993 	 0.116 	 3.025 	 	 2.163 
547.050 	 -1.000 	 0.016 	 3.125 	 	 1.998 
547.100 	 -0.997 	 -0.072 	 3.070 	 	 1.759 
547.150 	 -0.990 	 -0.144 	 2.997 	 	 1.453 
547.200 	 -0.980 	 -0.198 	 2.943 	 	 1.094 
547.250 	 -0.973 	 -0.232 	 2.908 	 	 0.694 
547.300 	 -0.970 	 -0.245 	 2.894 	 	 0.269 
547.350 	 -0.972 	 -0.237 	 2.903 	 	 -0.166 
547.400 	 -0.978 	 -0.208 	 2.933 	 	 -0.595 
547.450 	 -0.987 	 -0.158 	 2.983 	 	 -1.003 
547.500 	 -0.996 	 -0.090 	 3.051 	 	 -1.373 
547.550 	 -1.000 	 -0.006 	 3.136 	 	 -1.692 
547.600 	 -0.996 	 0.092 	 3.050 	 	 -1.948 
547.650 	 -0.980 	 0.197 	 2.943 	 	 -2.131 
547.700 	 -0.952 	 0.305 	 2.832 	 	 -2.235 
547.750 	 -0.912 	 0.410 	 2.719 	 	 -2.258 
547.800 	 -0.861 	 0.508 	 2.609 	 	 -2.201 
547.850 	 -0.804 	 0.594 	 2.505 	 	 -2.072 
547.900 	 -0.745 	 0.667 	 2.411 	 	 -1.878 
547.950 	 -0.688 	 0.726 	 2.330 	 	 -1.629 
548.000 	 -0.638 	 0.770 	 2.263 	 	 -1.336 
548.050 	 -0.598 	 0.801 	 2.212 	 	 -1.010 
548.100 	 -0.572 	 0.820 	 2.179 	 	 -0.661 
548.150 	 -0.559 	 0.829 	 2.164 	 	 -0.297 
548.200 	 -0.562 	 0.827 	 2.168 	 	 0.073 
548.250 	 -0.581 	 0.814 	 2.190 	 	 0.441 
548.300 	 -0.613 	 0.790 	 2.230 	 	 0.800 
548.350 	 -0.657 	 0.754 	 2.287 	 	 1.142 
548.400 	 -0.710 	 0.704 	 2.360 	 	 1.456 
548.450 	 -0.768 	 0.640 	 2.447 	 	 1.732 
548.500 	 -0.827 	 0.562 	 2.545 	 	 1.961 
548.550 	 -0.882 	 0.471 	 2.651 	 	 2.131 
548.600 	 -0.929 	 0.370 	 2.763 	 	 2.233 
548.650 	 -0.965 	 0.263 	 2.876 	 	 2.258 
548.700 	 -0.988 	 0.155 	 2.986 	 	 2.204 
548.750 	 -0.999 	 0.052 	 3.089 	 	 2.068 
548.800 	 -0.999 	 -0.041 	 3.101 	 	 1.856 
548.850 	 -0.993 	 -0.119 	 3.022 	 	 1.574 
548.900 	 -0.984 	 -0.180 	 2.961 	 	 1.233 
548.950 	 -0.975 	 -0.221 	 2.918 	 	 0.846 
549.000 	 -0.970 	 -0.242 	 2.897 	 	 0.429 
549.050 	 -0.970 	 -0.242 	 2.897 	 	 -0.005 
549.100 	 -0.975 	 -0.221 	 2.919 	 	 -0.438 
549.150 	 -0.984 	 -0.179 	 2.962 	 	 -0.855 
549.200 	 -0.993 	 -0.118 	 3.024 	 	 -1.241 
549.250 	 -0.999 	 -0.039 	 3.103 	 	 -1.580 
549.300 	 -0.999 	 0.054 	 3.087 	 	 -1.861 
549.350 	 -0.988 	 0.157 	 2.984 	 	 -2.072 
549.400 	 -0.964 	 0.265 	 2.873 	 	 -2.206 
549.450 	 -0.928 	 0.372 	 2.761 	 	 -2.258 
549.500 	 -0.881 	 0.473 	 2.649 	 	 -2.231 
549.550 	 -0.826 	 0.564 	 2.543 	 	 -2.128 
549.600 	 -0.767 	 0.642 	 2.445 	 	 -1.957 
549.650 	 -0.709 	 0.706 	 2.358 	 	 -1.727 
549.700 	 -0.656 	 0.755 	 2.286 	 	 -1.449 
549.750 	 -0.612 	 0.791 	 2.229 	 	 -1.135 
549.800 	 -0.580 	 0.815 	 2.190 	 	 -0.793 
549.850 	 -0.562 	 0.827 	 2.168 	 	 -0.434 
549.900 	 -0.560 	 0.829 	 2.165 	 	 -0.065 
549.950 	 -0.572 	 0.820 	 2.180 	 	 0.305 
550.000 	 -0.599 	 0.801 	 2.213 	 	 0.669 
550.050 	 -0.639 	 0.769 	 2.264 	 	 1.017 
550.100 	 -0.689 	 0.724 	 2.331 	 	 1.343 
550.150 	 -0.746 	 0.666 	 2.413 	 	 1.634 
550.200 	 -0.805 	 0.593 	 2.507 	 	 1.882 
550.250 	 -0.862 	 0.506 	 2.611 	 	 2.075 
550.300 	 -0.913 	 0.408 	 2.721 	 	 2.203 
550.350 	 -0.953 	 0.303 	 2.834 	 	 2.258 
550.400 	 -0.981 	 0.195 	 2.946 	 	 2.233 
550.450 	 -0.996 	 0.089 	 3.052 	 	 2.128 
550.500 	 -1.000 	 -0.008 	 3.134 	 	 1.943 
550.550 	 -0.996 	 -0.092 	 3.050 	 	 1.686 
550.600 	 -0.987 	 -0.160 	 2.981 	 	 1.366 
550.650 	 -0.978 	 -0.208 	 2.932 	 	 0.995 
550.700 	 -0.972 	 -0.237 	 2.902 	 	 0.587 
550.750 	 -0.970 	 -0.245 	 2.894 	 	 0.157 
550.800 	 -0.973 	 -0.231 	 2.908 	 	 -0.278 
550.850 	 -0.980 	 -0.197 	 2.943 	 	 -0.703 
550.900 	 -0.990 	 -0.143 	 2.999 	 	 -1.102 
550.950 	 -0.998 	 -0.070 	 3.072 	 	 -1.460 
551.000 	 -1.000 	 0.018 	 3.123 	 	 -1.764 
551.050 	 -0.993 	 0.118 	 3.023 	 	 -2.002 
551.100 	 -0.974 	 0.225 	 2.915 	 	 -2.165 
551.150 	 -0.943 	 0.333 	 2.803 	 	 -2.248 
551.200 	 -0.900 	 0.436 	 2.690 	 	 -2.250 
551.250 	 -0.847 	 0.531 	 2.581 	 	 -2.175 
551.300 	 -0.789 	 0.614 	 2.480 	 	 -2.028 
551.350 	 -0.730 	 0.684 	 2.389 	 	 -1.819 
551.400 	 -0.675 	 0.738 	 2.311 	 	 -1.558 
551.450 	 -0.627 	 0.779 	 2.248 	 	 -1.255 
551.500 	 -0.590 	 0.807 	 2.202 	 	 -0.923 
551.550 	 -0.567 	 0.824 	 2.174 	 	 -0.569 
551.600 	 -0.559 	 0.829 	 2.164 	 	 -0.203 
551.650 	 -0.566 	 0.825 	 2.172 	 	 0.168 
551.700 	 -0.588 	 0.809 	 2.199 	 	 0.535 
551.750 	 -0.623 	 0.782 	 2.243 	 	 0.890 
551.800 	 -0.670 	 0.743 	 2.305 	 	 1.225 
551.850 	 -0.724 	 0.689 	 2.381 	 	 1.531 
551.900 	 -0.783 	 0.622 	 2.471 	 	 1.796 
551.950 	 -0.842 	 0.540 	 2.571 	 	 2.011 
552.000 	 -0.895 	 0.446 	 2.680 	 	 2.164 
552.050 	 -0.939 	 0.343 	 2.792 	 	 2.247 
552.100 	 -0.972 	 0.235 	 2.904 	 	 2.252 
552.150 	 -0.992 	 0.128 	 3.013 	 	 2.177 
552.200 	 -1.000 	 0.027 	 3.114 	 	 2.021 
552.250 	 -0.998 	 -0.062 	 3.079 	 	 1.790 
552.300 	 -0.991 	 -0.136 	 3.005 	 	 1.492 
552.350 	 -0.981 	 -0.193 	 2.948 	 	 1.138 
552.400 	 -0.973 	 -0.229 	 2.911 	 	 0.742 
552.450 	 -0.970 	 -0.244 	 2.895 	 	 0.319 
552.500 	 -0.971 	 -0.239 	 2.901 	 	 -0.116 
552.550 	 -0.977 	 -0.212 	 2.928 	 	 -0.547 
552.600 	 -0.986 	 -0.165 	 2.976 	 	 -0.957 
552.650 	 -0.995 	 -0.099 	 3.043 	 	 -1.333 
552.700 	 -1.000 	 -0.016 	 3.125 	 	 -1.658 
552.750 	 -0.997 	 0.080 	 3.062 	 	 -1.922 
552.800 	 -0.983 	 0.185 	 2.956 	 	 -2.114 
552.850 	 -0.956 	 0.293 	 2.845 	 	 -2.227 
552.900 	 -0.917 	 0.399 	 2.732 	 	 -2.259 
552.950 	 -0.868 	 0.497 	 2.621 	 	 -2.212 
553.000 	 -0.811 	 0.585 	 2.517 	 	 -2.090 
553.050 	 -0.752 	 0.660 	 2.421 	 	 -1.903 
553.100 	 -0.694 	 0.720 	 2.338 	 	 -1.660 
553.150 	 -0.643 	 0.765 	 2.270 	 	 -1.372 
553.200 	 -0.602 	 0.798 	 2.217 	 	 -1.049 
553.250 	 -0.574 	 0.819 	 2.182 	 	 -0.702 
553.300 	 -0.560 	 0.828 	 2.165 	 	 -0.340 
553.350 	 -0.561 	 0.828 	 2.167 	 	 0.030 
553.400 	 -0.578 	 0.816 	 2.187 	 	 0.399 
553.450 	 -0.608 	 0.794 	 2.225 	 	 0.760 
553.500 	 -0.651 	 0.759 	 2.280 	 	 1.103 
553.550 	 -0.703 	 0.711 	 2.351 	 	 1.421 
553.600 	 -0.761 	 0.648 	 2.436 	 	 1.703 
553.650 	 -0.820 	 0.572 	 2.533 	 	 1.937 
553.700 	 -0.876 	 0.482 	 2.639 	 	 2.115 
553.750 	 -0.924 	 0.382 	 2.750 	 	 2.225 
553.800 	 -0.961 	 0.275 	 2.863 	 	 2.259 
553.850 	 -0.986 	 0.167 	 2.974 	 	 2.214 
553.900 	 -0.998 	 0.064 	 3.078 	 	 2.088 
553.950 	 -1.000 	 -0.031 	 3.111 	 	 1.884 
554.000 	 -0.994 	 -0.111 	 3.031 	 	 1.610 
554.050 	 -0.985 	 -0.174 	 2.967 	 	 1.275 
554.100 	 -0.976 	 -0.218 	 2.922 	 	 0.893 
554.150 	 -0.971 	 -0.241 	 2.898 	 	 0.478 
554.200 	 -0.970 	 -0.243 	 2.896 	 	 0.046 
554.250 	 -0.975 	 -0.224 	 2.915 	 	 -0.388 
554.300 	 -0.983 	 -0.185 	 2.956 	 	 -0.808 
554.350 	 -0.992 	 -0.126 	 3.016 	 	 -1.198 
554.400 	 -0.999 	 -0.049 	 3.093 	 	 -1.544 
554.450 	 -0.999 	 0.043 	 3.099 	 	 -1.832 
554.500 	 -0.989 	 0.145 	 2.996 	 	 -2.051 
554.550 	 -0.968 	 0.252 	 2.886 	 	 -2.194 
554.600 	 -0.933 	 0.360 	 2.774 	 	 -2.257 
554.650 	 -0.887 	 0.462 	 2.662 	 	 -2.238 
554.700 	 -0.833 	 0.554 	 2.555 	 	 -2.144 
554.750 	 -0.774 	 0.634 	 2.456 	 	 -1.980 
554.800 	 -0.715 	 0.699 	 2.368 	 	 -1.756 
554.850 	 -0.661 	 0.750 	 2.294 	 	 -1.484 
554.900 	 -0.616 	 0.787 	 2.235 	 	 -1.173 
554.950 	 -0.583 	 0.812 	 2.193 	 	 -0.834 
555.000 	 -0.564 	 0.826 	 2.169 	 	 -0.476 
555.050 	 -0.559 	 0.829 	 2.164 	 	 -0.108 
555.100 	 -0.570 	 0.822 	 2.177 	 	 0.262 
555.150 	 -0.595 	 0.803 	 2.209 	 	 0.627 
555.200 	 -0.634 	 0.773 	 2.257 	 	 0.978 
555.250 	 -0.683 	 0.730 	 2.323 	 	 1.307 
555.300 	 -0.739 	 0.673 	 2.403 	 	 1.603 
555.350 	 -0.799 	 0.602 	 2.496 	 	 1.856 
555.400 	 -0.856 	 0.517 	 2.599 	 	 2.056 
555.450 	 -0.908 	 0.420 	 2.708 	 	 2.192 
555.500 	 -0.949 	 0.315 	 2.821 	 	 2.256 
555.550 	 -0.978 	 0.207 	 2.933 	 	 2.240 
555.600 	 -0.995 	 0.101 	 3.040 	 	 2.144 
555.650 	 -1.000 	 0.003 	 3.139 	 	 1.969 
555.700 	 -0.997 	 -0.083 	 3.059 	 	 1.719 
555.750 	 -0.988 	 -0.153 	 2.988 	 	 1.406 
555.800 	 -0.979 	 -0.204 	 2.936 	 	 1.040 
555.850 	 -0.972 	 -0.235 	 2.905 	 	 0.635 
555.900 	 -0.970 	 -0.245 	 2.894 	 	 0.208 
555.950 	 -0.972 	 -0.234 	 2.906 	 	 -0.228 
556.000 	 -0.979 	 -0.202 	 2.938 	 	 -0.655 
556.050 	 -0.989 	 -0.150 	 2.991 	 	 -1.057 
556.100 	 -0.997 	 -0.079 	 3.062 	 	 -1.421 
556.150 	 -1.000 	 0.007 	 3.134 	 	 -1.732 
556.200 	 -0.994 	 0.106 	 3.035 	 	 -1.978 
556.250 	 -0.977 	 0.212 	 2.928 	 	 -2.150 
556.300 	 -0.947 	 0.320 	 2.816 	 	 -2.243 
556.350 	 -0.905 	 0.425 	 2.703 	 	 -2.254 
556.400 	 -0.854 	 0.521 	 2.594 	 	 -2.187 
556.450 	 -0.796 	 0.606 	 2.491 	 	 -2.048 
556.500 	 -0.737 	 0.676 	 2.399 	 	 -1.846 
556.550 	 -0.681 	 0.733 	 2.319 	 	 -1.590 
556.600 	 -0.632 	 0.775 	 2.255 	 	 -1.292 
556.650 	 -0.594 	 0.805 	 2.207 	 	 -0.962 
556.700 	 -0.569 	 0.822 	 2.176 	 	 -0.611 
556.750 	 -0.559 	 0.829 	 2.164 	 	 -0.245 
556.800 	 -0.564 	 0.826 	 2.170 	 	 0.125 
556.850 	 -0.584 	 0.812 	 2.195 	 	 0.493 
556.900 	 -0.618 	 0.786 	 2.237 	 	 0.850 
556.950 	 -0.664 	 0.748 	 2.297 	 	 1.188 
557.000 	 -0.718 	 0.696 	 2.371 	 	 1.497 
557.050 	 -0.776 	 0.630 	 2.460 	 	 1.768 
557.100 	 -0.835 	 0.550 	 2.559 	 	 1.989 
557.150 	 -0.889 	 0.457 	 2.667 	 	 2.150 
557.200 	 -0.935 	 0.355 	 2.779 	 	 2.241 
557.250 	 -0.969 	 0.247 	 2.892 	 	 2.255 
557.300 	 -0.990 	 0.140 	 3.001 	 	 2.189 
557.350 	 -0.999 	 0.038 	 3.103 	 	 2.043 
557.400 	 -0.999 	 -0.053 	 3.089 	 	 1.820 
557.450 	 -0.992 	 -0.129 	 3.013 	 	 1.529 
557.500 	 -0.982 	 -0.187 	 2.953 	 	 1.181 
557.550 	 -0.974 	 -0.226 	 2.914 	 	 0.789 
557.600 	 -0.970 	 -0.244 	 2.896 	 	 0.368 
557.650 	 -0.971 	 -0.240 	 2.899 	 	 -0.066 
557.700 	 -0.976 	 -0.216 	 2.924 	 	 -0.498 
557.750 	 -0.985 	 -0.171 	 2.969 	 	 -0.911 
557.800 	 -0.994 	 -0.107 	 3.034 	 	 -1.292 
557.850 	 -1.000 	 -0.026 	 3.115 	 	 -1.624 
557.900 	 -0.998 	 0.068 	 3.073 	 	 -1.895 
557.950 	 -0.985 	 0.172 	 2.969 	 	 -2.096 
558.000 	 -0.960 	 0.280 	 2.858 	 	 -2.218 
558.050 	 -0.922 	 0.387 	 2.745 	 	 -2.259 
558.100 	 -0.874 	 0.486 	 2.634 	 	 -2.221 
558.150 	 -0.818 	 0.576 	 2.528 	 	 -2.108 
558.200 	 -0.759 	 0.652 	 2.432 	 	 -1.928 
558.250 	 -0.701 	 0.713 	 2.347 	 	 -1.691 
558.300 	 -0.649 	 0.761 	 2.277 	 	 -1.407 
558.350 	 -0.607 	 0.795 	 2.223 	 	 -1.088 
558.400 	 -0.577 	 0.817 	 2.185 	 	 -0.743 
558.450 	 -0.561 	 0.828 	 2.166 	 	 -0.382 
558.500 	 -0.560 	 0.828 	 2.166 	 	 -0.013 
558.550 	 -0.575 	 0.818 	 2.183 	 	 0.357 
558.600 	 -0.604 	 0.797 	 2.219 	 	 0.719 
558.650 	 -0.646 	 0.764 	 2.273 	 	 1.065 
558.700 	 -0.697 	 0.717 	 2.342 	 	 1.386 
558.750 	 -0.754 	 0.656 	 2.426 	 	 1.672 
558.800 	 -0.814 	 0.581 	 2.521 	 	 1.913 
558.850 	 -0.870 	 0.493 	 2.626 	 	 2.097 
558.900 	 -0.919 	 0.394 	 2.737 	 	 2.216 
558.950 	 -0.958 	 0.288 	 2.850 	 	 2.259 
559.000 	 -0.984 	 0.180 	 2.961 	 	 2.223 
559.050 	 -0.997 	 0.075 	 3.066 	 	 2.107 
559.100 	 -1.000 	 -0.020 	 3.121 	 	 1.911 
559.150 	 -0.995 	 -0.102 	 3.039 	 	 1.645 
559.200 	 -0.986 	 -0.168 	 2.973 	 	 1.316 
559.250 	 -0.977 	 -0.214 	 2.926 	 	 0.939 
559.300 	 -0.971 	 -0.239 	 2.900 	 	 0.527 
559.350 	 -0.970 	 -0.244 	 2.895 	 	 0.096 
559.400 	 -0.974 	 -0.228 	 2.912 	 	 -0.338 
559.450 	 -0.982 	 -0.190 	 2.950 	 	 -0.761 
559.500 	 -0.991 	 -0.133 	 3.008 	 	 -1.155 
559.550 	 -0.998 	 -0.058 	 3.083 	 	 -1.507 
559.600 	 -0.999 	 0.032 	 3.110 	 	 -1.802 
559.650 	 -0.991 	 0.133 	 3.008 	 	 -2.030 
559.700 	 -0.971 	 0.240 	 2.899 	 	 -2.182 
